Airline Name,Flight Number,Number of Stops,Flight Duration,Ticket Class,Refundable Ticket,Baggage Allowance,Season,Weather Condition,Flight Price
SpiceJet,AI1081,0,2h 58m,Business,Yes,30kg,Summer,Foggy,14873
GoAir,AI1455,2,3h 6m,Economy,No,25kg,Summer,Windy,6183
Akasa Air,AI1213,2,4h 6m,Economy,No,25kg,Autumn,Rainy,3869
Akasa Air,AI1432,1,2h 47m,Economy,No,25kg,Autumn,Foggy,7753
AirAsia India,AI1249,2,4h 15m,Business,Yes,20kg,Spring,Windy,17786
SpiceJet,AI1381,2,5h 0m,Business,Yes,15kg,Winter,Windy,16843
IndiGo,AI1338,0,2h 4m,Economy,No,15kg,Spring,Foggy,7090
SpiceJet,AI1407,0,1h 42m,Business,Yes,15kg,Spring,Snowy,14653
Air India,AI1258,2,4h 32m,Business,No,15kg,Summer,Rainy,11076
AirAsia India,AI1168,1,3h 44m,Business,No,25kg,Winter,Foggy,11014
SpiceJet,AI1029,1,3h 27m,Economy,Yes,15kg,Autumn,Windy,4414
Vistara,AI1274,1,2h 1m,Business,Yes,30kg,Autumn,Clear,16387
Vistara,AI1167,0,2h 41m,Economy,No,30kg,Winter,Clear,4148
IndiGo,AI1321,0,1h 10m,Business,Yes,25kg,Summer,Foggy,6109
Akasa Air,AI1323,0,1h 8m,Economy,Yes,30kg,Autumn,Clear,7041
IndiGo,AI1302,0,1h 41m,Business,No,30kg,Autumn,Clear,11491
IndiGo,AI1356,1,3h 25m,Business,Yes,25kg,Winter,Foggy,14136
Air India,AI1172,1,3h 55m,Business,Yes,30kg,Winter,Stormy,14519
AirAsia India,AI1060,0,2h 18m,Business,No,15kg,Autumn,Foggy,11809
SpiceJet,AI1304,1,2h 58m,Economy,Yes,30kg,Winter,Foggy,4383
Vistara,AI1050,2,3h 4m,Economy,Yes,15kg,Spring,Windy,9507
IndiGo,AI1115,0,3h 0m,Economy,No,25kg,Spring,Rainy,5638
SpiceJet,AI1027,2,4h 27m,Economy,Yes,20kg,Winter,Windy,7782
SpiceJet,AI1420,1,3h 42m,Economy,Yes,15kg,Winter,Rainy,9048
Air India,AI1468,0,2h 53m,Business,No,25kg,Spring,Rainy,11516
SpiceJet,AI1151,0,2h 29m,Economy,No,25kg,Autumn,Windy,5916
IndiGo,AI1193,1,2h 16m,Business,Yes,15kg,Autumn,Foggy,10807
IndiGo,AI1450,1,2h 38m,Economy,Yes,20kg,Winter,Windy,5405
Akasa Air,AI1255,1,3h 8m,Business,No,30kg,Winter,Snowy,7097
GoAir,AI1403,1,3h 8m,Economy,Yes,30kg,Autumn,Snowy,8155
IndiGo,AI1218,0,2h 21m,Economy,Yes,20kg,Summer,Snowy,7441
IndiGo,AI1466,1,2h 41m,Economy,No,20kg,Summer,Clear,4843
Akasa Air,AI1320,2,4h 8m,Economy,Yes,15kg,Autumn,Foggy,3959
Vistara,AI1253,1,2h 55m,Economy,No,15kg,Summer,Foggy,3241
Vistara,AI1199,0,1h 43m,Business,Yes,25kg,Spring,Rainy,16781
GoAir,AI1394,0,1h 0m,Business,No,20kg,Autumn,Windy,10611
Akasa Air,AI1368,1,2h 53m,Economy,Yes,20kg,Spring,Clear,8541
Akasa Air,AI1257,2,3h 49m,Economy,Yes,20kg,Summer,Windy,6053
Vistara,AI1383,1,2h 28m,Business,Yes,30kg,Winter,Windy,8066
SpiceJet,AI1347,0,1h 48m,Business,Yes,25kg,Summer,Rainy,7560
GoAir,AI1246,2,3h 19m,Business,Yes,30kg,Winter,Clear,9858
Air India,AI1043,0,1h 12m,Business,Yes,25kg,Spring,Stormy,8909
Air India,AI1448,2,3h 46m,Economy,Yes,25kg,Winter,Snowy,9274
SpiceJet,AI1361,2,4h 55m,Economy,Yes,25kg,Autumn,Stormy,8096
GoAir,AI1408,0,1h 19m,Economy,No,30kg,Autumn,Snowy,5259
Vistara,AI1308,1,3h 32m,Business,Yes,15kg,Summer,Rainy,11723
Air India,AI1387,2,4h 53m,Business,No,25kg,Spring,Rainy,10090
Akasa Air,AI1356,2,4h 49m,Economy,Yes,15kg,Autumn,Windy,6404
GoAir,AI1445,2,3h 21m,Business,Yes,15kg,Winter,Rainy,15463
Vistara,AI1121,1,2h 49m,Business,Yes,20kg,Autumn,Windy,7154
AirAsia India,AI1457,0,2h 50m,Business,No,15kg,Winter,Snowy,11103
IndiGo,AI1248,1,3h 49m,Business,Yes,15kg,Autumn,Windy,12607
IndiGo,AI1059,0,2h 54m,Economy,Yes,30kg,Winter,Clear,8035
GoAir,AI1069,0,1h 46m,Economy,No,30kg,Summer,Stormy,5193
AirAsia India,AI1212,0,1h 44m,Economy,Yes,30kg,Winter,Clear,4210
SpiceJet,AI1195,0,1h 33m,Business,Yes,25kg,Spring,Clear,7078
Vistara,AI1071,0,3h 0m,Business,No,20kg,Summer,Windy,13489
GoAir,AI1287,2,4h 26m,Economy,Yes,25kg,Autumn,Snowy,4843
AirAsia India,AI1243,1,2h 40m,Business,No,20kg,Autumn,Windy,8385
IndiGo,AI1200,0,2h 59m,Business,No,15kg,Spring,Windy,11127
IndiGo,AI1196,2,4h 3m,Economy,No,30kg,Spring,Snowy,7145
Akasa Air,AI1221,2,4h 19m,Business,No,15kg,Winter,Foggy,8991
Akasa Air,AI1363,0,1h 59m,Economy,No,15kg,Summer,Windy,4318
SpiceJet,AI1452,0,2h 11m,Business,Yes,25kg,Summer,Windy,8361
GoAir,AI1168,1,3h 27m,Business,Yes,20kg,Summer,Stormy,9727
SpiceJet,AI1318,1,3h 13m,Economy,No,30kg,Winter,Rainy,7304
Akasa Air,AI1348,0,1h 17m,Business,No,15kg,Winter,Foggy,5995
SpiceJet,AI1097,0,1h 42m,Economy,No,15kg,Summer,Foggy,4970
Vistara,AI1087,0,2h 9m,Economy,No,20kg,Spring,Foggy,3510
Vistara,AI1230,0,1h 26m,Business,Yes,30kg,Spring,Clear,11327
AirAsia India,AI1124,2,3h 50m,Business,Yes,25kg,Winter,Clear,16475
SpiceJet,AI1246,0,1h 32m,Business,Yes,20kg,Summer,Clear,12972
AirAsia India,AI1352,1,3h 9m,Business,No,30kg,Winter,Windy,6159
IndiGo,AI1288,1,2h 1m,Business,No,30kg,Autumn,Foggy,5492
AirAsia India,AI1123,0,1h 18m,Business,No,20kg,Autumn,Stormy,5729
Vistara,AI1303,0,2h 9m,Business,Yes,25kg,Spring,Windy,16128
GoAir,AI1218,0,2h 29m,Economy,Yes,30kg,Spring,Snowy,5533
Vistara,AI1292,1,2h 26m,Business,No,30kg,Autumn,Windy,9870
Akasa Air,AI1210,2,3h 51m,Economy,Yes,20kg,Winter,Rainy,9732
SpiceJet,AI1194,1,2h 45m,Business,Yes,30kg,Winter,Clear,14688
IndiGo,AI1185,0,2h 14m,Business,No,15kg,Winter,Stormy,11607
AirAsia India,AI1164,0,2h 17m,Economy,Yes,20kg,Autumn,Stormy,3386
Vistara,AI1093,0,2h 21m,Economy,No,15kg,Summer,Windy,3308
SpiceJet,AI1187,1,2h 45m,Business,Yes,30kg,Autumn,Snowy,9145
Air India,AI1199,1,2h 29m,Economy,Yes,30kg,Spring,Snowy,5234
AirAsia India,AI1473,0,2h 25m,Business,Yes,30kg,Autumn,Stormy,9712
Vistara,AI1212,0,2h 36m,Economy,No,15kg,Autumn,Foggy,6677
Vistara,AI1255,1,3h 2m,Business,Yes,25kg,Summer,Stormy,13354
Vistara,AI1452,1,2h 22m,Economy,Yes,25kg,Spring,Stormy,7028
GoAir,AI1298,0,1h 33m,Economy,No,25kg,Autumn,Snowy,3707
Vistara,AI1086,1,2h 44m,Economy,No,25kg,Autumn,Foggy,3441
AirAsia India,AI1284,2,4h 51m,Economy,No,25kg,Autumn,Rainy,4389
IndiGo,AI1107,2,3h 41m,Economy,Yes,20kg,Summer,Stormy,9445
IndiGo,AI1444,1,3h 46m,Economy,Yes,15kg,Winter,Rainy,8573
GoAir,AI1094,1,2h 57m,Business,No,25kg,Winter,Windy,13733
AirAsia India,AI1338,2,4h 0m,Economy,Yes,30kg,Winter,Clear,5562
GoAir,AI1056,1,2h 40m,Business,Yes,25kg,Winter,Snowy,7755
Air India,AI1163,1,2h 58m,Economy,Yes,25kg,Autumn,Rainy,9801
Akasa Air,AI1422,0,2h 34m,Economy,Yes,30kg,Winter,Clear,8311
Akasa Air,AI1053,0,1h 51m,Economy,No,25kg,Summer,Windy,7540
GoAir,AI1155,1,3h 47m,Business,No,30kg,Winter,Snowy,13612
AirAsia India,AI1357,2,4h 40m,Economy,Yes,15kg,Autumn,Stormy,6077
IndiGo,AI1410,1,2h 3m,Economy,Yes,20kg,Spring,Foggy,5672
Air India,AI1254,0,1h 51m,Economy,No,20kg,Autumn,Foggy,7124
AirAsia India,AI1476,1,2h 46m,Economy,No,30kg,Winter,Windy,4669
Akasa Air,AI1052,0,1h 33m,Business,No,15kg,Summer,Stormy,12064
Vistara,AI1183,1,3h 52m,Economy,No,30kg,Autumn,Foggy,6927
Akasa Air,AI1016,1,2h 54m,Economy,No,25kg,Summer,Clear,3834
SpiceJet,AI1124,1,3h 22m,Economy,No,20kg,Winter,Clear,8229
Vistara,AI1423,0,2h 34m,Business,Yes,30kg,Spring,Windy,16120
SpiceJet,AI1455,2,3h 24m,Business,Yes,15kg,Winter,Snowy,15749
IndiGo,AI1459,2,3h 19m,Business,No,25kg,Winter,Foggy,9585
SpiceJet,AI1008,0,2h 58m,Business,No,30kg,Autumn,Stormy,12273
Air India,AI1488,2,4h 2m,Business,No,25kg,Autumn,Stormy,11693
GoAir,AI1008,0,2h 33m,Business,No,25kg,Autumn,Rainy,12117
IndiGo,AI1098,1,3h 50m,Business,Yes,30kg,Summer,Stormy,8425
Air India,AI1331,0,1h 0m,Economy,Yes,25kg,Winter,Stormy,7504
SpiceJet,AI1032,1,3h 31m,Economy,Yes,30kg,Spring,Windy,7076
AirAsia India,AI1341,1,3h 54m,Economy,Yes,20kg,Winter,Snowy,5985
GoAir,AI1403,1,3h 47m,Economy,Yes,15kg,Winter,Windy,5844
Air India,AI1474,0,1h 29m,Business,No,25kg,Summer,Rainy,12141
Air India,AI1441,2,4h 7m,Economy,Yes,15kg,Summer,Clear,4251
Air India,AI1472,2,4h 58m,Business,Yes,25kg,Summer,Snowy,9612
Vistara,AI1399,1,3h 5m,Economy,No,15kg,Autumn,Stormy,4284
GoAir,AI1149,1,2h 49m,Economy,Yes,25kg,Spring,Snowy,7324
GoAir,AI1020,1,3h 8m,Business,Yes,25kg,Summer,Clear,14303
AirAsia India,AI1355,0,1h 3m,Business,Yes,20kg,Winter,Foggy,6207
AirAsia India,AI1210,2,3h 25m,Economy,Yes,20kg,Summer,Stormy,5412
Akasa Air,AI1002,1,2h 25m,Economy,No,25kg,Winter,Clear,3815
Akasa Air,AI1081,1,3h 16m,Economy,No,25kg,Winter,Windy,8506
AirAsia India,AI1208,1,3h 52m,Business,Yes,25kg,Summer,Windy,18033
AirAsia India,AI1210,1,3h 18m,Economy,No,15kg,Autumn,Foggy,5236
Vistara,AI1188,2,3h 21m,Economy,No,25kg,Winter,Windy,8042
GoAir,AI1404,1,3h 57m,Economy,Yes,15kg,Spring,Stormy,9215
Vistara,AI1139,0,2h 35m,Economy,Yes,30kg,Winter,Foggy,6492
SpiceJet,AI1315,1,3h 41m,Economy,Yes,20kg,Summer,Clear,9220
IndiGo,AI1197,2,4h 29m,Business,No,30kg,Autumn,Snowy,13422
IndiGo,AI1028,0,1h 40m,Economy,Yes,20kg,Winter,Rainy,7255
AirAsia India,AI1131,1,2h 51m,Business,Yes,20kg,Autumn,Windy,8142
GoAir,AI1048,0,2h 47m,Business,Yes,20kg,Summer,Clear,6657
AirAsia India,AI1462,1,2h 6m,Business,No,30kg,Winter,Stormy,6370
GoAir,AI1034,0,2h 51m,Economy,Yes,15kg,Spring,Windy,7588
Akasa Air,AI1465,2,3h 39m,Business,Yes,25kg,Summer,Rainy,7142
IndiGo,AI1406,1,3h 18m,Economy,Yes,20kg,Spring,Clear,7586
Vistara,AI1203,2,3h 33m,Economy,Yes,30kg,Winter,Foggy,5062
Air India,AI1280,1,3h 10m,Economy,No,30kg,Winter,Snowy,5460
Akasa Air,AI1391,1,3h 42m,Economy,Yes,30kg,Summer,Clear,7005
SpiceJet,AI1018,1,3h 9m,Economy,No,15kg,Winter,Rainy,3339
Air India,AI1268,1,3h 48m,Economy,Yes,15kg,Autumn,Foggy,5273
SpiceJet,AI1252,0,2h 23m,Economy,Yes,20kg,Spring,Snowy,7703
Akasa Air,AI1498,2,4h 1m,Economy,No,20kg,Autumn,Foggy,5200
GoAir,AI1246,2,3h 23m,Economy,Yes,15kg,Autumn,Clear,9118
Vistara,AI1056,1,2h 21m,Economy,Yes,20kg,Summer,Clear,4419
Air India,AI1338,2,3h 8m,Economy,No,20kg,Autumn,Windy,6986
GoAir,AI1133,1,3h 31m,Economy,Yes,15kg,Summer,Stormy,6405
Air India,AI1368,2,4h 38m,Business,No,20kg,Spring,Clear,9658
IndiGo,AI1355,1,2h 51m,Business,Yes,30kg,Autumn,Stormy,14983
AirAsia India,AI1130,1,2h 19m,Business,No,25kg,Spring,Snowy,10212
IndiGo,AI1004,2,4h 31m,Business,No,25kg,Summer,Foggy,14229
Akasa Air,AI1088,1,3h 22m,Economy,No,15kg,Autumn,Foggy,4099
GoAir,AI1299,2,4h 56m,Business,Yes,30kg,Autumn,Rainy,18915
GoAir,AI1408,2,3h 23m,Economy,Yes,15kg,Summer,Clear,9078
SpiceJet,AI1372,2,3h 6m,Business,Yes,15kg,Summer,Windy,18128
Air India,AI1060,2,3h 11m,Business,No,15kg,Summer,Clear,15301
Vistara,AI1448,1,2h 56m,Business,No,15kg,Spring,Stormy,10708
AirAsia India,AI1148,1,2h 33m,Business,Yes,15kg,Winter,Clear,8026
GoAir,AI1341,0,1h 45m,Economy,Yes,25kg,Spring,Rainy,6298
SpiceJet,AI1258,1,3h 53m,Economy,No,25kg,Spring,Rainy,3483
Akasa Air,AI1435,0,2h 44m,Business,Yes,20kg,Autumn,Clear,15869
SpiceJet,AI1225,0,1h 4m,Economy,Yes,30kg,Autumn,Clear,5701
AirAsia India,AI1423,1,3h 49m,Business,Yes,25kg,Winter,Foggy,8647
GoAir,AI1453,1,2h 51m,Economy,Yes,15kg,Winter,Windy,9271
SpiceJet,AI1171,1,2h 39m,Business,No,15kg,Spring,Clear,13737
Akasa Air,AI1432,2,3h 58m,Business,Yes,20kg,Summer,Rainy,18069
IndiGo,AI1173,0,1h 7m,Business,No,20kg,Spring,Stormy,8573
Vistara,AI1415,1,2h 49m,Economy,Yes,15kg,Spring,Rainy,9265
AirAsia India,AI1110,0,2h 46m,Business,No,30kg,Winter,Clear,11867
Akasa Air,AI1250,1,3h 20m,Business,Yes,25kg,Autumn,Clear,13901
GoAir,AI1463,2,4h 54m,Business,Yes,15kg,Autumn,Clear,15339
AirAsia India,AI1494,0,2h 8m,Business,No,30kg,Autumn,Clear,13357
IndiGo,AI1486,2,4h 33m,Business,Yes,30kg,Autumn,Rainy,7185
IndiGo,AI1072,0,1h 0m,Business,Yes,25kg,Spring,Stormy,6875
Akasa Air,AI1336,0,2h 39m,Economy,No,30kg,Summer,Foggy,4895
SpiceJet,AI1131,2,3h 4m,Economy,No,20kg,Autumn,Snowy,5001
IndiGo,AI1435,2,3h 42m,Business,Yes,25kg,Winter,Foggy,14652
AirAsia India,AI1398,0,1h 49m,Business,No,15kg,Spring,Windy,10126
Vistara,AI1378,2,4h 36m,Business,No,20kg,Summer,Windy,7866
SpiceJet,AI1024,0,2h 45m,Business,No,25kg,Winter,Foggy,8786
SpiceJet,AI1415,0,1h 2m,Economy,No,25kg,Summer,Windy,6802
IndiGo,AI1267,2,4h 26m,Business,Yes,15kg,Summer,Foggy,10518
IndiGo,AI1105,2,4h 56m,Economy,Yes,25kg,Summer,Stormy,6809
AirAsia India,AI1413,1,3h 36m,Economy,No,30kg,Autumn,Clear,8460
SpiceJet,AI1213,0,2h 34m,Economy,Yes,15kg,Spring,Clear,5167
AirAsia India,AI1270,1,3h 32m,Business,No,15kg,Autumn,Stormy,5577
Air India,AI1469,1,3h 23m,Economy,No,20kg,Winter,Snowy,4859
AirAsia India,AI1205,1,2h 51m,Business,Yes,15kg,Winter,Windy,10753
SpiceJet,AI1477,2,3h 57m,Business,No,15kg,Autumn,Windy,7331
GoAir,AI1327,2,4h 5m,Business,Yes,20kg,Winter,Snowy,16720
GoAir,AI1154,1,3h 23m,Business,Yes,30kg,Winter,Foggy,9624
Vistara,AI1335,0,1h 15m,Economy,Yes,20kg,Winter,Foggy,5924
IndiGo,AI1252,0,1h 18m,Business,Yes,25kg,Spring,Foggy,10244
SpiceJet,AI1310,0,1h 4m,Business,Yes,15kg,Spring,Windy,7838
GoAir,AI1396,0,2h 14m,Business,No,20kg,Winter,Snowy,8916
Air India,AI1481,1,3h 57m,Economy,No,15kg,Winter,Rainy,5421
GoAir,AI1129,1,2h 17m,Economy,No,30kg,Winter,Clear,6088
AirAsia India,AI1278,0,2h 54m,Business,Yes,25kg,Autumn,Snowy,15468
Air India,AI1182,0,2h 37m,Economy,No,30kg,Summer,Snowy,4564
IndiGo,AI1002,0,1h 19m,Business,Yes,30kg,Summer,Foggy,8551
IndiGo,AI1087,2,4h 20m,Business,No,25kg,Summer,Snowy,10315
GoAir,AI1039,2,4h 0m,Economy,Yes,15kg,Winter,Foggy,7151
IndiGo,AI1058,1,2h 38m,Economy,Yes,30kg,Autumn,Snowy,4017
SpiceJet,AI1144,1,2h 40m,Economy,No,30kg,Autumn,Foggy,5072
Akasa Air,AI1468,1,3h 22m,Economy,Yes,25kg,Spring,Clear,9885
SpiceJet,AI1036,1,2h 16m,Business,Yes,15kg,Summer,Stormy,7283
SpiceJet,AI1173,2,3h 13m,Economy,Yes,20kg,Winter,Snowy,7999
Vistara,AI1330,0,1h 18m,Business,Yes,30kg,Spring,Foggy,10326
Akasa Air,AI1462,1,2h 33m,Business,No,15kg,Autumn,Foggy,8475
AirAsia India,AI1093,1,2h 15m,Business,Yes,15kg,Spring,Snowy,9227
Akasa Air,AI1412,1,2h 16m,Business,Yes,20kg,Spring,Stormy,13412
Air India,AI1233,2,3h 22m,Economy,Yes,30kg,Summer,Windy,5203
AirAsia India,AI1181,2,4h 59m,Economy,Yes,20kg,Spring,Snowy,5897
GoAir,AI1088,2,4h 54m,Economy,No,20kg,Autumn,Stormy,6164
GoAir,AI1198,1,2h 57m,Economy,No,20kg,Winter,Windy,8564
Air India,AI1144,1,2h 57m,Economy,Yes,20kg,Summer,Snowy,7271
GoAir,AI1301,2,3h 19m,Business,Yes,15kg,Autumn,Snowy,6573
GoAir,AI1471,2,3h 42m,Economy,Yes,25kg,Winter,Foggy,7002
AirAsia India,AI1446,0,2h 53m,Economy,Yes,25kg,Spring,Foggy,8511
AirAsia India,AI1401,1,2h 28m,Economy,No,15kg,Spring,Windy,6323
Air India,AI1019,2,3h 53m,Economy,Yes,25kg,Summer,Snowy,8768
SpiceJet,AI1199,0,2h 30m,Business,Yes,30kg,Autumn,Stormy,11803
Vistara,AI1491,2,3h 5m,Business,Yes,25kg,Winter,Foggy,13863
AirAsia India,AI1279,1,3h 6m,Economy,Yes,25kg,Summer,Foggy,8295
Air India,AI1048,2,3h 51m,Business,Yes,30kg,Autumn,Windy,10088
Vistara,AI1428,1,2h 8m,Economy,No,25kg,Winter,Rainy,8272
Akasa Air,AI1427,2,4h 12m,Business,No,20kg,Spring,Foggy,13619
GoAir,AI1274,2,3h 13m,Economy,Yes,15kg,Winter,Windy,6248
Vistara,AI1211,2,4h 0m,Economy,No,30kg,Summer,Windy,3725
IndiGo,AI1082,0,1h 58m,Business,Yes,25kg,Summer,Clear,9307
IndiGo,AI1031,2,4h 27m,Business,Yes,15kg,Spring,Clear,18691
GoAir,AI1307,2,4h 17m,Business,No,25kg,Winter,Snowy,9991
GoAir,AI1493,1,3h 46m,Economy,No,30kg,Winter,Stormy,5923
Vistara,AI1178,1,2h 37m,Business,Yes,15kg,Winter,Snowy,9721
Akasa Air,AI1362,2,4h 10m,Business,No,20kg,Spring,Clear,6890
GoAir,AI1420,2,3h 53m,Economy,No,15kg,Winter,Windy,3705
Vistara,AI1281,0,2h 16m,Economy,No,30kg,Summer,Snowy,3399
IndiGo,AI1295,2,4h 6m,Business,Yes,15kg,Autumn,Foggy,10751
GoAir,AI1412,2,4h 41m,Business,Yes,25kg,Winter,Snowy,13294
Vistara,AI1356,0,2h 38m,Business,No,30kg,Winter,Rainy,7336
SpiceJet,AI1135,1,2h 52m,Business,Yes,30kg,Spring,Clear,10796
Akasa Air,AI1464,0,1h 45m,Economy,No,20kg,Autumn,Clear,7216
Akasa Air,AI1235,1,3h 33m,Economy,Yes,15kg,Spring,Windy,4870
AirAsia India,AI1032,2,3h 52m,Economy,Yes,30kg,Spring,Foggy,4629
Akasa Air,AI1211,0,1h 0m,Economy,No,30kg,Winter,Snowy,6086
AirAsia India,AI1077,2,3h 30m,Business,Yes,30kg,Autumn,Clear,13859
Air India,AI1056,0,2h 52m,Business,No,15kg,Winter,Rainy,10711
Air India,AI1328,0,1h 36m,Business,No,25kg,Summer,Windy,5886
Vistara,AI1056,2,4h 12m,Economy,Yes,20kg,Spring,Clear,5579
Air India,AI1081,2,3h 37m,Business,Yes,20kg,Summer,Rainy,10181
IndiGo,AI1419,0,2h 21m,Business,No,25kg,Summer,Clear,11791
IndiGo,AI1074,1,3h 46m,Business,Yes,30kg,Winter,Foggy,9498
Akasa Air,AI1359,0,2h 57m,Economy,No,20kg,Autumn,Clear,3114
Air India,AI1173,2,3h 9m,Economy,Yes,15kg,Summer,Windy,8574
SpiceJet,AI1443,0,2h 22m,Economy,No,20kg,Summer,Stormy,6251
Akasa Air,AI1374,2,3h 9m,Economy,Yes,25kg,Spring,Foggy,5248
GoAir,AI1206,0,2h 18m,Business,Yes,25kg,Spring,Rainy,13713
SpiceJet,AI1360,2,4h 56m,Business,Yes,30kg,Spring,Windy,9743
AirAsia India,AI1075,2,3h 7m,Business,No,20kg,Winter,Rainy,8454
GoAir,AI1140,0,1h 15m,Business,Yes,30kg,Winter,Stormy,12991
SpiceJet,AI1235,2,3h 42m,Economy,No,20kg,Winter,Windy,7674
Vistara,AI1446,2,3h 13m,Economy,Yes,15kg,Autumn,Foggy,8187
Air India,AI1019,2,3h 10m,Economy,Yes,20kg,Spring,Rainy,6457
Air India,AI1442,0,2h 18m,Business,Yes,20kg,Autumn,Stormy,9360
Air India,AI1337,2,4h 9m,Economy,Yes,25kg,Autumn,Foggy,8392
AirAsia India,AI1359,0,1h 8m,Economy,No,30kg,Summer,Rainy,4807
IndiGo,AI1274,0,2h 8m,Economy,No,25kg,Summer,Clear,7753
Akasa Air,AI1106,1,2h 40m,Economy,No,20kg,Autumn,Snowy,6724
SpiceJet,AI1195,2,4h 12m,Economy,Yes,25kg,Spring,Stormy,6033
AirAsia India,AI1200,2,4h 27m,Economy,No,25kg,Spring,Windy,3536
Air India,AI1110,2,4h 31m,Economy,Yes,15kg,Winter,Foggy,7459
Vistara,AI1173,2,3h 54m,Business,No,25kg,Winter,Windy,7036
GoAir,AI1010,0,2h 14m,Business,No,15kg,Spring,Foggy,7897
IndiGo,AI1408,2,4h 55m,Business,Yes,25kg,Winter,Snowy,16645
GoAir,AI1025,0,1h 13m,Business,No,25kg,Winter,Clear,12553
IndiGo,AI1332,2,4h 1m,Economy,Yes,20kg,Winter,Stormy,8841
Akasa Air,AI1244,2,3h 2m,Economy,No,20kg,Winter,Clear,5326
GoAir,AI1320,0,2h 1m,Business,No,30kg,Summer,Foggy,5111
IndiGo,AI1490,2,3h 44m,Economy,Yes,30kg,Autumn,Stormy,5501
Vistara,AI1293,2,3h 20m,Economy,Yes,30kg,Winter,Clear,8573
Akasa Air,AI1377,2,3h 38m,Economy,No,30kg,Winter,Stormy,5393
SpiceJet,AI1414,0,1h 58m,Business,Yes,20kg,Winter,Clear,14232
Air India,AI1467,1,3h 17m,Business,No,30kg,Autumn,Foggy,7929
Air India,AI1253,1,2h 59m,Economy,Yes,20kg,Autumn,Windy,9729
IndiGo,AI1035,2,3h 53m,Economy,Yes,20kg,Autumn,Rainy,9633
Akasa Air,AI1160,1,2h 6m,Economy,No,15kg,Spring,Windy,5344
Vistara,AI1307,0,1h 9m,Economy,Yes,20kg,Summer,Stormy,6561
SpiceJet,AI1004,2,4h 34m,Business,No,25kg,Spring,Snowy,7812
Akasa Air,AI1078,0,1h 38m,Economy,No,25kg,Summer,Clear,4643
GoAir,AI1281,2,4h 37m,Business,Yes,30kg,Summer,Rainy,14669
Akasa Air,AI1032,1,3h 56m,Business,Yes,30kg,Winter,Clear,13265
AirAsia India,AI1213,1,3h 36m,Economy,No,25kg,Autumn,Snowy,6161
IndiGo,AI1219,1,3h 8m,Economy,Yes,30kg,Spring,Windy,7245
AirAsia India,AI1273,2,4h 11m,Business,Yes,20kg,Winter,Rainy,10361
GoAir,AI1468,2,4h 7m,Economy,Yes,20kg,Autumn,Windy,4241
Air India,AI1192,2,3h 10m,Economy,Yes,25kg,Winter,Snowy,9357
IndiGo,AI1135,1,3h 40m,Economy,Yes,30kg,Winter,Snowy,4546
AirAsia India,AI1436,1,3h 50m,Economy,Yes,25kg,Summer,Clear,4210
Akasa Air,AI1343,2,3h 19m,Economy,No,15kg,Winter,Snowy,6875
AirAsia India,AI1071,1,2h 31m,Economy,Yes,15kg,Autumn,Clear,7491
Vistara,AI1014,2,4h 48m,Business,Yes,15kg,Summer,Windy,9199
Vistara,AI1041,2,3h 16m,Business,No,25kg,Spring,Foggy,13577
SpiceJet,AI1244,0,2h 24m,Business,Yes,25kg,Spring,Windy,16549
Akasa Air,AI1485,2,3h 29m,Economy,Yes,15kg,Summer,Stormy,5424
SpiceJet,AI1164,2,3h 6m,Economy,Yes,20kg,Summer,Windy,5389
Air India,AI1051,1,3h 14m,Business,Yes,15kg,Spring,Foggy,9252
Air India,AI1395,2,3h 0m,Business,Yes,20kg,Summer,Rainy,14149
GoAir,AI1114,2,3h 44m,Business,No,15kg,Spring,Clear,8044
Vistara,AI1330,1,2h 44m,Economy,Yes,20kg,Summer,Windy,6824
IndiGo,AI1411,2,4h 10m,Business,Yes,15kg,Summer,Snowy,14534
Vistara,AI1072,1,2h 27m,Economy,Yes,30kg,Autumn,Foggy,3588
AirAsia India,AI1275,1,3h 18m,Economy,No,25kg,Autumn,Stormy,5336
Vistara,AI1498,0,2h 8m,Economy,No,20kg,Winter,Rainy,7191
AirAsia India,AI1133,1,3h 11m,Economy,Yes,20kg,Spring,Foggy,4889
Akasa Air,AI1015,2,4h 34m,Economy,No,30kg,Summer,Clear,4137
AirAsia India,AI1024,2,4h 16m,Economy,No,15kg,Winter,Windy,3789
